id_viaje;origen_viaje;destino_viaje;estado_actual;tipo_vehiculo;nombre_chofer;apellido_chofer;start_date;start_time;end_date;end_time;last_update
3460;547;600;5;2;Jason;Trujillo;14/5/22;08:08;14/5/22;08:54;9/5/23
3462;546;600;5;3;Jason;Hammet;28/10/19;14:47;28/10/19;15:24;9/5/23
3485;544;601;5;1;Lars;Hetfield;25/8/20;11:32;25/8/20;11:32;9/5/23
3503;546;601;5;3;James;Newsted;12/2/20;17:20;12/2/20;17:20;9/5/23
3607;546;601;4;3;Jason;Hammet;18/3/19;21:23;18/3/19;22:14;12/3/23
3623;545;601;2;1;Bob;Trujillo;7/3/19;20:44;7/3/19;21:18;10/4/23
3667;547;600;1;3;Cliff;Rock;9/3/21;18:20;9/3/21;19:04;16/4/23
3710;545;600;5;3;James;Newsted;30/6/18;14:03;30/6/18;14:54;9/5/23
3744;547;600;2;3;Cliff;Rock;18/5/21;20:36;18/5/21;21:09;23/4/23
3745;546;601;4;3;Kirk;Trujillo;17/12/20;09:57;17/12/20;10:50;11/3/23
3747;543;600;2;3;Jason;Newsted;28/3/20;21:05;28/3/20;22:08;20/4/23
3855;545;600;2;2;Lars;Burton;7/12/18;15:00;7/12/18;15:31;3/3/23
3875;544;601;5;3;Cliff;Ulrich;16/5/19;21:32;16/5/19;22:32;9/5/23
3887;545;601;5;3;James;Burton;1/11/19;20:53;1/11/19;21:39;9/5/23
3940;543;601;2;3;Cliff;Hammet;2/3/21;10:50;2/3/21;11:26;28/4/23
3952;544;601;1;3;Cliff;Burton;20/2/19;07:31;20/2/19;08:08;24/3/23
3960;546;601;2;3;Lars;Ulrich;9/10/21;15:13;9/10/21;16:17;14/3/23
3988;546;601;5;3;Cliff;Hammet;20/8/21;18:44;20/8/21;19:27;9/5/23
4023;544;600;2;1;Kirk;Hetfield;5/11/18;14:19;5/11/18;14:19;30/3/23
4116;546;600;1;2;Jason;Ulrich;19/3/22;11:08;19/3/22;12:11;13/4/23
4140;545;601;5;2;James;Trujillo;9/1/22;12:37;9/1/22;13:28;9/5/23
4148;544;601;2;1;Robert;Trujillo;22/11/21;15:19;22/11/21;16:03;1/3/23
4158;547;601;4;3;Robert;Rock;14/4/18;18:01;14/4/18;18:01;23/3/23
4197;543;601;1;1;Bob;Hammet;15/5/22;17:20;15/5/22;18:16;6/3/23
4242;544;601;1;1;James;Hammet;17/4/20;08:48;17/4/20;09:51;19/3/23
4297;543;600;1;3;Kirk;Hetfield;11/6/21;08:05;11/6/21;08:51;9/5/23
4371;543;601;4;1;James;Hammet;29/10/20;20:01;29/10/20;20:54;24/4/23
4381;544;600;1;1;Lars;Hetfield;12/4/21;10:16;12/4/21;10:54;9/5/23
4383;547;601;1;2;James;Hammet;17/11/22;20:45;17/11/22;20:45;25/4/23
4411;544;601;1;3;Bob;Hetfield;26/5/21;11:17;26/5/21;12:11;9/5/23
4424;544;601;4;2;Bob;Rock;8/2/19;15:13;8/2/19;15:56;13/4/23
4444;547;601;1;1;Jason;Trujillo;6/4/21;09:02;6/4/21;10:01;25/4/23
4464;546;600;1;2;Bob;Trujillo;28/7/22;20:30;28/7/22;21:24;9/5/23
4554;543;600;1;1;Robert;Ulrich;1/12/22;20:53;1/12/22;21:39;9/5/23
4674;545;601;1;1;Robert;Burton;6/9/18;09:19;6/9/18;10:13;9/5/23
4723;543;600;1;3;Kirk;Burton;5/8/18;11:55;5/8/18;12:38;29/4/23
4730;543;601;4;1;Kirk;Burton;17/8/20;14:17;17/8/20;15:10;23/3/23
4846;543;601;4;3;Lars;Burton;28/4/18;18:39;28/4/18;19:32;30/4/23
4912;545;600;1;1;Lars;Burton;15/3/18;18:16;15/3/18;19:15;9/5/23
4920;546;601;1;2;Bob;Burton;7/5/22;07:30;7/5/22;08:03;23/4/23
4971;544;600;2;2;Kirk;Ulrich;25/2/22;21:13;25/2/22;21:53;13/3/23
5024;544;601;1;2;Bob;Hetfield;30/10/19;10:53;30/10/19;11:24;9/5/23
5065;545;601;1;1;James;Hammet;20/2/20;12:49;20/2/20;12:49;9/5/23
5085;545;601;1;2;Lars;Ulrich;29/1/22;11:22;29/1/22;12:02;9/5/23
5151;546;601;2;2;Robert;Newsted;27/6/20;12:06;27/6/20;12:56;27/4/23
5243;547;600;1;2;Kirk;Burton;26/7/19;13:22;26/7/19;13:53;9/5/23
5341;547;601;1;1;Lars;Ulrich;10/2/22;10:59;10/2/22;11:56;9/5/23
5367;547;600;1;2;Bob;Hammet;9/4/18;19:35;9/4/18;20:22;3/3/23
5413;543;601;2;3;Jason;Newsted;25/7/20;08:28;25/7/20;08:28;25/3/23
5491;546;600;1;2;Robert;Newsted;21/12/19;19:33;21/12/19;19:33;9/5/23
5534;546;601;2;2;Cliff;Ulrich;2/10/18;15:50;2/10/18;16:31;12/3/23
5563;547;601;2;3;Robert;Hetfield;18/11/20;12:37;18/11/20;13:11;9/5/23
5639;547;601;1;2;Jason;Ulrich;9/10/22;21:02;9/10/22;22:06;27/3/23
5645;545;600;4;1;Jason;Ulrich;3/5/21;18:28;3/5/21;19:06;30/4/23
5665;546;601;4;3;Lars;Ulrich;27/8/18;09:48;27/8/18;09:48;8/4/23
5780;543;601;4;2;Lars;Rock;13/8/20;09:58;13/8/20;10:34;26/4/23
5786;543;600;2;1;Bob;Rock;10/10/18;14:49;10/10/18;15:42;9/5/23
5895;544;600;4;1;Jason;Hammet;3/12/21;11:10;3/12/21;11:41;18/4/23
5911;547;601;2;3;Jason;Newsted;1/3/19;19:41;1/3/19;19:41;2/4/23
5938;546;600;1;3;Lars;Trujillo;11/4/19;10:18;11/4/19;10:51;5/3/23
5953;547;601;4;2;Lars;Hammet;11/9/19;13:47;11/9/19;14:18;19/4/23
5993;544;601;4;1;Kirk;Hetfield;16/11/20;18:53;16/11/20;19:47;19/4/23
5999;546;600;4;3;Lars;Newsted;15/8/21;09:31;15/8/21;10:11;9/5/23
6023;544;600;3;1;Cliff;Rock;4/12/19;19:49;4/12/19;20:33;20/3/23
6034;547;601;3;2;Lars;Burton;9/11/20;17:11;9/11/20;17:59;8/3/23
6047;547;600;2;2;Jason;Burton;23/10/20;12:19;23/10/20;12:50;2/3/23
6060;543;600;4;3;Cliff;Ulrich;1/3/18;17:05;1/3/18;17:53;3/3/23
6072;547;600;4;3;Lars;Trujillo;12/5/22;15:02;12/5/22;15:59;8/3/23
6078;545;600;3;3;Lars;Hammet;30/3/20;13:07;30/3/20;14:06;6/4/23
6096;546;601;4;3;Cliff;Rock;19/8/22;07:35;19/8/22;08:06;30/3/23
6198;547;601;3;2;Cliff;Hammet;10/2/21;18:38;10/2/21;19:34;14/3/23
6216;545;600;3;1;Robert;Hammet;28/6/22;20:59;28/6/22;20:59;25/3/23
6248;545;600;2;1;Cliff;Newsted;19/11/21;11:29;19/11/21;12:12;11/4/23
6400;543;601;2;3;Bob;Rock;16/12/22;21:02;16/12/22;22:03;25/3/23
6450;544;601;3;1;James;Burton;18/3/18;18:25;18/3/18;19:13;26/4/23
6469;547;601;4;3;Lars;Hammet;27/12/20;21:26;27/12/20;22:17;28/3/23
6577;547;601;2;2;Lars;Hammet;28/7/22;18:03;28/7/22;18:40;13/4/23
6591;547;600;3;3;Kirk;Rock;21/7/19;18:13;21/7/19;18:56;16/3/23
6592;546;601;3;2;Cliff;Newsted;16/7/22;15:23;16/7/22;15:54;30/3/23
6654;545;600;4;3;James;Hetfield;28/4/21;15:59;28/4/21;16:59;29/3/23
6662;543;600;2;3;Lars;Ulrich;18/4/18;20:08;18/4/18;21:05;11/3/23
6679;547;601;1;1;Cliff;Rock;17/8/18;14:35;17/8/18;15:18;3/3/23
6707;547;600;2;1;Jason;Rock;13/5/21;13:30;13/5/21;14:21;14/3/23
6771;544;600;2;1;Lars;Trujillo;18/11/18;14:56;18/11/18;15:59;6/4/23
6788;546;601;1;3;James;Burton;4/1/21;21:07;4/1/21;21:44;15/3/23
6815;547;600;1;2;Bob;Trujillo;23/12/22;16:18;23/12/22;17:09;4/3/23
6846;545;600;3;2;James;Ulrich;2/1/22;21:46;2/1/22;22:43;7/4/23
6865;545;601;4;2;Kirk;Burton;26/10/22;20:32;26/10/22;21:20;18/3/23
7034;546;601;3;1;Bob;Newsted;1/4/20;13:03;1/4/20;13:50;14/4/23
7038;546;601;3;3;Kirk;Hammet;24/6/19;14:51;24/6/19;15:48;22/4/23
7061;543;600;1;1;James;Ulrich;26/8/22;10:12;26/8/22;11:11;9/4/23
7072;544;600;4;3;Jason;Ulrich;23/7/22;14:14;23/7/22;14:48;15/3/23
7085;545;601;1;1;Cliff;Rock;3/6/21;12:08;3/6/21;12:41;1/4/23
7099;544;600;4;2;Bob;Hammet;24/10/20;16:00;24/10/20;16:59;23/3/23
7104;543;601;4;2;Cliff;Hammet;19/2/21;21:45;19/2/21;22:31;1/3/23
7209;547;600;2;1;Jason;Hammet;11/2/20;08:10;11/2/20;08:48;18/3/23
7214;544;601;1;1;James;Rock;7/6/20;21:51;7/6/20;22:52;29/4/23
7228;547;601;4;3;Cliff;Ulrich;4/3/18;11:09;4/3/18;12:10;7/3/23
7241;547;601;4;3;Robert;Trujillo;28/7/20;10:04;28/7/20;10:51;15/3/23
7273;547;601;1;3;Cliff;Trujillo;6/4/18;10:35;6/4/18;11:28;10/3/23
7289;547;600;1;1;Lars;Trujillo;11/2/20;10:36;11/2/20;11:33;11/3/23
7417;545;601;4;2;Bob;Burton;3/3/18;11:05;3/3/18;11:56;5/3/23
7440;546;601;3;1;James;Newsted;8/4/18;07:04;8/4/18;07:47;2/3/23
7551;547;600;2;3;Bob;Ulrich;26/8/18;21:33;26/8/18;22:23;16/3/23
7574;547;600;2;2;Robert;Newsted;1/9/22;09:14;1/9/22;09:58;27/3/23
7597;543;601;4;3;Jason;Ulrich;27/9/18;13:37;27/9/18;14:34;30/3/23
7609;547;600;4;1;Kirk;Hammet;15/12/21;13:18;15/12/21;14:17;15/4/23
7626;543;600;4;3;Bob;Newsted;20/7/20;09:16;20/7/20;10:16;12/4/23
7636;547;601;1;2;Robert;Trujillo;26/8/20;09:09;26/8/20;09:55;18/3/23
7712;544;601;3;1;Cliff;Hammet;10/7/22;12:54;10/7/22;13:28;25/3/23
7862;547;600;3;1;Jason;Rock;2/1/18;12:08;2/1/18;12:54;2/3/23
7885;547;600;4;3;Lars;Trujillo;4/8/22;10:29;4/8/22;11:17;13/3/23
7886;547;601;1;3;Jason;Hammet;3/1/19;10:09;3/1/19;10:49;29/3/23
7933;543;601;3;1;Cliff;Hammet;1/5/21;21:15;1/5/21;21:52;3/3/23
7962;545;600;4;1;Robert;Trujillo;17/2/19;12:47;17/2/19;13:23;23/3/23
7966;544;600;2;2;Kirk;Trujillo;28/5/18;08:57;28/5/18;09:58;7/3/23
7982;547;600;1;1;Kirk;Rock;6/1/21;11:05;6/1/21;11:45;29/3/23
7996;545;601;2;2;Robert;Hetfield;23/1/20;21:01;23/1/20;21:41;7/3/23
8003;546;601;3;1;Cliff;Hetfield;20/2/21;18:06;20/2/21;18:53;30/3/23
8080;543;600;1;2;Cliff;Hetfield;23/11/21;10:42;23/11/21;11:36;13/4/23
8093;543;600;4;3;Robert;Hammet;19/6/19;09:30;19/6/19;10:14;4/3/23
8178;546;600;1;2;Jason;Hammet;8/4/22;09:44;8/4/22;10:27;14/3/23
8183;545;600;3;3;Jason;Burton;6/10/19;13:09;6/10/19;14:02;26/3/23
8216;543;601;1;2;James;Newsted;4/7/21;12:33;4/7/21;13:04;13/4/23
8238;545;600;2;3;Jason;Hammet;29/4/19;19:13;29/4/19;19:57;23/3/23
8286;547;601;4;2;Lars;Ulrich;16/11/20;15:19;16/11/20;16:22;19/4/23
8409;543;601;3;3;Cliff;Newsted;1/1/21;19:36;1/1/21;20:17;8/3/23
8429;547;600;4;2;Lars;Rock;5/7/19;18:18;5/7/19;19:02;9/3/23
8457;545;601;3;3;James;Trujillo;20/1/19;11:45;20/1/19;11:45;18/3/23
8478;543;601;2;1;Jason;Newsted;12/6/21;17:46;12/6/21;18:37;23/4/23
8485;544;600;4;3;Lars;Rock;28/10/18;19:52;28/10/18;20:36;8/4/23
8539;546;601;1;2;Cliff;Trujillo;29/3/19;07:42;29/3/19;08:30;26/4/23
8561;546;600;2;2;Jason;Trujillo;15/6/20;12:32;15/6/20;13:33;27/3/23
8618;545;600;3;1;Lars;Hammet;10/1/22;17:12;10/1/22;18:13;29/4/23
8624;546;600;3;3;Bob;Trujillo;1/11/18;08:39;1/11/18;09:35;29/4/23
98624;544;601;3;3;Cliff;Hammet;15/9/20;09:56;15/9/20;10:49;15/3/23
8652;544;600;3;2;Jason;Newsted;19/5/21;15:00;19/5/21;15:00;13/4/23
8683;544;601;3;3;Lars;Trujillo;30/6/20;15:39;30/6/20;16:29;13/4/23
8713;543;601;1;1;James;Newsted;13/6/21;13:49;13/6/21;14:33;13/3/23
8734;545;600;1;1;James;Hammet;10/5/22;16:17;10/5/22;17:20;2/4/23
8762;544;601;4;2;Jason;Hetfield;11/4/21;21:46;11/4/21;22:34;20/3/23
8791;545;600;1;3;Lars;Burton;1/10/21;19:16;1/10/21;19:57;16/3/23
8805;546;600;2;3;Jason;Hetfield;20/7/18;10:24;20/7/18;11:12;11/3/23
8814;544;601;3;1;James;Newsted;18/2/20;11:25;18/2/20;12:08;27/4/23
8853;544;601;4;2;Bob;Hetfield;2/3/21;08:40;2/3/21;09:16;20/4/23
9002;545;601;1;3;Kirk;Hammet;24/8/18;14:37;24/8/18;15:21;18/3/23
9017;545;601;3;1;Kirk;Hetfield;22/9/18;08:37;22/9/18;09:11;24/4/23
9138;543;600;3;1;Jason;Trujillo;19/11/18;10:04;19/11/18;10:50;26/4/23
9189;547;600;4;1;Bob;Burton;18/8/21;19:01;18/8/21;19:54;22/3/23
9225;544;600;2;1;Lars;Newsted;18/4/19;10:02;18/4/19;10:53;13/4/23
9283;547;600;2;3;Bob;Burton;16/2/20;08:47;16/2/20;09:25;29/3/23
9288;546;600;1;1;James;Trujillo;18/5/20;21:44;18/5/20;22:31;1/4/23
9295;543;600;3;2;Kirk;Hammet;2/1/22;10:47;2/1/22;11:23;8/3/23
9316;543;600;4;2;Robert;Hammet;16/5/21;10:21;16/5/21;11:25;2/3/23
9386;543;601;2;1;Jason;Burton;11/4/22;07:09;11/4/22;07:09;13/3/23
9411;547;601;3;1;Bob;Ulrich;2/9/19;08:35;2/9/19;09:11;15/4/23
9437;544;601;2;3;Robert;Newsted;22/9/19;19:14;22/9/19;20:15;15/3/23
9510;543;601;3;2;Robert;Ulrich;18/5/20;12:02;18/5/20;12:43;14/3/23
9573;544;601;3;2;Lars;Burton;7/1/18;17:49;7/1/18;18:36;11/3/23
9580;545;600;1;2;Robert;Rock;22/10/21;14:57;22/10/21;15:47;14/4/23
9614;546;601;3;3;Kirk;Trujillo;1/1/20;08:57;1/1/20;09:45;13/3/23
9630;545;601;1;1;Cliff;Hetfield;11/6/21;20:46;11/6/21;21:23;14/4/23
9647;544;600;1;2;Lars;Newsted;4/6/21;18:24;4/6/21;18:55;15/4/23
9660;547;600;4;3;Kirk;Rock;6/10/20;17:54;6/10/20;17:54;30/3/23
9719;543;601;3;1;Cliff;Trujillo;6/4/18;20:14;6/4/18;20:50;28/4/23
9753;545;601;1;2;Cliff;Trujillo;25/12/18;16:02;25/12/18;16:56;6/3/23
9869;544;601;4;3;James;Trujillo;20/6/21;13:30;20/6/21;14:23;20/4/23
9900;543;600;3;3;Bob;Hammet;30/3/19;17:16;30/3/19;17:53;20/3/23
9932;545;601;1;3;Lars;Hetfield;26/2/21;21:16;26/2/21;21:52;15/3/23
9974;543;601;4;3;James;Burton;15/12/22;19:13;15/12/22;19:54;8/4/23
9996;547;600;2;3;Robert;Ulrich;8/5/22;19:43;8/5/22;20:31;19/3/23
10006;545;600;1;1;Jason;Hammet;1/3/21;14:19;1/3/21;15:18;20/3/23
10029;543;600;1;2;Kirk;Hammet;5/9/20;20:59;5/9/20;21:42;14/4/23
10030;547;601;3;1;Bob;Newsted;7/8/18;15:30;7/8/18;16:29;3/3/23
10042;544;600;2;1;Cliff;Burton;17/3/20;15:01;17/3/20;15:42;3/3/23
10086;545;601;4;2;Bob;Hammet;2/11/19;11:43;2/11/19;11:43;30/4/23
10108;545;601;3;1;Bob;Trujillo;16/10/19;17:23;16/10/19;18:22;9/4/23
10141;545;601;3;1;James;Trujillo;23/8/19;10:25;23/8/19;10:58;13/3/23
10156;545;600;3;3;Jason;Hammet;23/3/18;18:42;23/3/18;19:28;29/3/23
10195;544;601;3;1;Kirk;Newsted;23/3/18;18:16;23/3/18;19:09;26/4/23
10250;546;601;3;1;Jason;Newsted;18/5/20;16:03;18/5/20;16:39;6/4/23
10270;545;601;3;1;Bob;Hammet;27/12/20;18:25;27/12/20;19:22;25/4/23
10280;544;600;2;2;Cliff;Hammet;29/6/20;21:41;29/6/20;22:44;19/3/23
10326;543;601;2;3;Cliff;Newsted;1/8/21;20:52;1/8/21;21:36;11/3/23
10376;544;601;3;3;Jason;Hetfield;20/4/18;17:28;20/4/18;18:01;8/3/23
10381;545;601;3;1;Jason;Ulrich;23/11/19;19:11;23/11/19;20:04;13/3/23
10413;546;600;3;1;Lars;Trujillo;18/11/21;14:10;18/11/21;14:58;29/4/23
10458;547;600;4;3;Bob;Hetfield;15/5/18;08:09;15/5/18;08:52;30/3/23
10494;546;600;3;3;Kirk;Burton;21/11/19;19:42;21/11/19;20:16;6/4/23
10517;545;601;2;3;Lars;Burton;6/10/20;19:22;6/10/20;20:26;7/4/23
10541;547;600;4;3;James;Trujillo;18/5/21;17:55;18/5/21;18:38;27/4/23
10547;546;601;2;2;James;Hammet;19/5/19;12:33;19/5/19;13:06;27/4/23
10562;545;600;1;3;Robert;Burton;5/6/18;08:58;5/6/18;09:29;1/3/23
10577;545;601;2;1;Robert;Burton;26/2/19;16:55;26/2/19;17:59;14/4/23
10603;543;600;1;3;Kirk;Trujillo;26/5/18;12:24;26/5/18;13:07;5/4/23
10634;547;600;1;3;James;Hetfield;22/9/20;16:33;22/9/20;17:17;1/4/23
10721;545;601;2;2;Lars;Rock;5/8/18;15:05;5/8/18;16:02;5/3/23
10741;543;600;2;2;Lars;Rock;11/1/19;19:58;11/1/19;20:38;18/4/23
10799;545;600;3;1;James;Hammet;16/1/20;15:11;16/1/20;16:07;5/4/23
10803;543;600;1;3;Robert;Burton;9/3/18;17:05;9/3/18;17:48;18/3/23
10836;546;600;3;1;Lars;Rock;10/2/21;10:18;10/2/21;11:09;29/3/23
10857;546;601;1;1;Kirk;Rock;21/8/21;14:27;21/8/21;15:26;20/4/23
10942;545;600;2;2;Robert;Burton;14/7/19;17:20;14/7/19;17:57;20/3/23
10953;546;600;2;3;Robert;Burton;8/3/21;15:37;8/3/21;16:14;15/3/23
10966;544;601;2;2;Kirk;Newsted;4/6/22;13:51;4/6/22;14:41;27/4/23
10975;547;601;4;2;Robert;Rock;4/4/18;07:05;4/4/18;07:36;28/4/23
11061;546;600;1;1;Kirk;Ulrich;14/8/21;07:10;14/8/21;08:04;28/4/23
11127;543;601;3;1;Cliff;Hetfield;2/9/20;21:30;2/9/20;22:11;2/4/23
11145;544;600;2;1;Jason;Ulrich;22/8/22;14:04;22/8/22;14:38;23/3/23
11260;545;600;2;2;Lars;Hetfield;1/5/19;15:22;1/5/19;16:08;3/4/23
11297;546;601;3;3;James;Ulrich;26/9/18;10:40;26/9/18;11:30;18/3/23
11328;543;600;3;1;Kirk;Trujillo;15/6/19;07:15;15/6/19;08:08;2/4/23
11332;547;600;3;3;Kirk;Hetfield;1/5/22;09:34;1/5/22;10:21;3/3/23
11369;543;601;4;1;Bob;Newsted;9/12/21;13:08;9/12/21;13:39;25/4/23
11444;546;601;4;2;Jason;Ulrich;24/3/18;12:47;24/3/18;13:28;11/4/23
11484;544;601;3;2;Lars;Burton;5/6/20;19:26;5/6/20;19:26;19/4/23
11581;547;601;3;3;Kirk;Trujillo;9/9/20;14:59;9/9/20;15:53;16/4/23
11625;547;601;3;1;Kirk;Hammet;2/5/20;09:50;2/5/20;10:44;12/4/23
11648;546;600;4;3;Robert;Hammet;6/4/19;17:38;6/4/19;17:38;30/3/23
11694;543;600;3;1;Jason;Hetfield;11/11/21;15:42;11/11/21;16:33;4/3/23
11713;544;600;3;3;Bob;Burton;7/8/19;14:37;7/8/19;14:37;12/4/23
11731;547;601;4;2;Jason;Trujillo;27/8/18;07:53;27/8/18;08:34;14/4/23
11805;544;601;1;2;James;Hetfield;21/11/18;15:55;21/11/18;15:55;9/4/23
11811;546;601;1;1;Jason;Burton;1/10/22;21:28;1/10/22;22:18;21/4/23
11848;544;600;1;2;Cliff;Newsted;19/2/19;20:48;19/2/19;21:38;24/3/23
11863;546;600;2;2;Lars;Newsted;10/4/18;19:18;10/4/18;20:09;16/4/23
11869;547;601;4;2;Kirk;Trujillo;7/1/18;11:50;7/1/18;12:33;23/4/23
11902;544;601;2;2;Bob;Trujillo;26/3/18;16:52;26/3/18;17:33;8/4/23
12002;545;601;3;3;Bob;Burton;26/9/19;18:02;26/9/19;18:42;14/4/23
12004;545;600;1;2;Lars;Hammet;14/4/22;21:45;14/4/22;22:33;12/3/23
12018;543;601;3;2;Lars;Burton;13/10/22;13:38;13/10/22;14:16;16/4/23
12038;546;600;1;2;Kirk;Newsted;19/9/19;11:50;19/9/19;12:23;22/4/23
12050;547;600;3;2;Robert;Hammet;10/7/19;13:45;10/7/19;14:22;30/4/23
